source,name,price,description,origin,process,roast_level,notes
arutala coffee,arutala kopi arabika mandailing 500 gram  biji,194900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika mandailing kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal pegunungan bukit barisan mandailing sumatera utara netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes malt nutty bitter sweet long aftertaste floral body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"sumatra, vietnam",unknown,medium,"nutty, floral, sweet"
arutala coffee,arutala kopi arabika mandailing 200 gram  biji,79900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika mandailing kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal pegunungan bukit barisan mandailing sumatera utara netto 200 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes malt nutty bitter sweet long aftertaste floral acidity medium body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"sumatra, vietnam",unknown,medium,"nutty, floral, sweet"
arutala coffee,arutala kopi vietnam central highland robusta 500 gram  biji,132900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk robusta vietnam coffee kemasan exclusive zipper flat bottom pouch kopi 100 robusta asal central vietnam netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes heavy body creamy cocoa caramel nutty acidity low body bold aftertaste bold cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,vietnam,unknown,medium,"chocolate, caramel, nutty"
arutala coffee,arutala kopi arabika brazil minas gerais 500 gram chocolate coffee  biji,243900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika minas gerais brazil kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal minas gerais brazil netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes brown sugar caramel milk chocolate nutty hint of green apple acidity medium body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"brazil, vietnam",unknown,medium,"chocolate, caramel, nutty, sweet"
arutala coffee,arutala kopi colombia decaf arabika 500 gram  biji,349900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika huila colombia kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal huila colombia netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes caramel chocolate nutty full body acidity medium body light aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"colombia, vietnam",decaf,"light, medium","chocolate, caramel, nutty"
arutala coffee,arutala kopi jawa robusta java coffee 500 gram  biji,132900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk robusta jawa kemasan exclusive zipper flat bottom pouch kopi 100 robusta asal jawa netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes heavy body dark cocoa brown sugar acidity low body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"java, jawa, vietnam",unknown,"medium, dark","chocolate, sweet"
arutala coffee,arutala kopi robusta gayo 500 gram  bean,132900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk robusta gayo kemasan exclusive zipper flat bottom pouch kopi 100 robusta asal gayo aceh tengah aceh netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes chocolate malt spice bitter sweet briwn sugar hint of roasted corn acidity low body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"gayo, aceh, vietnam",unknown,medium,"chocolate, sweet"
arutala coffee,arutala kopi toraja rantebua robusta coffee 500 gram  biji,132900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk robusta toraja kemasan exclusive zipper flat bottom pouch kopi 100 robusta asal rantebua toraja netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes dark cocoa caramelized sweet acidity low body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"toraja, vietnam",unknown,"medium, dark","chocolate, sweet"
arutala coffee,arutala kopi lampung robusta coffee 500 gram  biji,132900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk robusta lampung kemasan exclusive zipper flat bottom pouch kopi 100 robusta asal desa ngarip ulubelu lampung netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes dark cocoa nutty caramelized acidity low body bold aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"lampung, vietnam",unknown,"medium, dark","chocolate, nutty"
arutala coffee,arutala kopi arabika gayo wine 500 gram  biji,243900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika gayo wine kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal gayo aceh tengah aceh netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes strong wine notes and aroma berry like fruit sweet finish acidity high body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"gayo, aceh, vietnam",unknown,medium,"fruity, sweet"
arutala coffee,arutala kopi arabika papua wamena 500 gram  biji,194900,kenapa arutala coffee dengan memiliki roastery sendiri proses roasting adalah sebuah jawaban besar kenapa arutala itu berbeda kredibilitas hingga pertimbangan yang begitu detail membawa arutala naik ke level yang lebih tinggi layaknya seorang eksekutif chef dengan bahan baku yang sama tetapi dapat menghasilkan hidangan yang berbeda deskripsi produk arabika wamena kemasan exclusive zipper flat bottom pouch kopi 100 arabika asal lembah baliem wamena papua pegunungan netto 500 gram no pirt id36110003625070523 100 halal mui taste profile flavor notes bright and clean delacate sweetness acidity medium body medium aftertaste clean cupping scaa standard cara brewing menentukan taste profile pilihan bentuk kopi biji untuk penyimpanan lebih lama dan digiling sendiri sebelum digunakan giling kasar coarse untuk french press cold brew chemex giling sedang medium untuk syphon aeropress pour over kalita v60 vietnam drip giling halus fine untuk mokapot turkish ibrik tubruk informasi pengiriman seninjumat 08001300 wib sabtu 08001100 wib hari minggu dan tanggal merah libur pengiriman,"papua, vietnam",unknown,medium,sweet
